Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"3796, Vieux Chemin",439000$,Breakeyville,Québec Rive-Sud (Lévis),4,2,-1,1,1140,6506.78,-1,-1,-1,-1
"920, chemin des Chalands",439000$,Shawinigan (St-Georges-De-Champlain),Mauricie,4,2,-1,1,"1,064","22,500","3250,00$","160,00$",-1,-1
"5052, avenue de l'Hôtel-de-Ville",439000$,Le Plateau-Mont-Royal,Montréal / l'Île,-1,1,-1,1,788,211.08,"1684,53$","193,64$","706,20$","500,00$"
"335-4951, rue Ontario Est",439500$,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,-1,1,818,-1,"2166,84$","240,00$",-1,-1
"B3-33, avenue Sauriol",439900$,Laval-des-Rapides,Laval,3,2,-1,2,"1,175","1,175","2600,19$","286,40$","925,89$",-1
"273, rue Plessis - Par Construction Serge Brouillette",439900$,Drummondville (Drummondville),Centre-du-Québec,2,1,-1,1,1400,6372,-1,-1,-1,-1
"1950, avenue du Mont-Thabor",439900$,Limoilou,Québec Rive-Nord,3,2,-1,2,"1,344",74x100,"3264,44$","285,63$","1872,00$",-1
"247, rue de Gallichan",439900$,Gatineau (Gatineau),Outaouais,3,1,1,2,"1,250",99.18x29.53,-1,"207,43$",-1,-1
"75, rue Henry-Caldwell",439900$,Granby,Estrie,4,2,-1,1,"1,189.41","5,051.50","2585,00$","233,00$","1400,00$","945,00$"
"27, montée de la Crécerelle",440000$,Stoneham,Québec Rive-Nord,3,2,1,2,"1,631","16,140","2600,11$","601,48$","2640,00$",-1
", chemin Vire-Crêpes",440000$,St-Nicolas,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,"3,848,090.41","1238,00$","456,00$",-1,-1
"129, rue des Flandres",440000$,Rimouski (Rimouski),Bas-Saint-Laurent,4,3,1,2,"1,517","7,448","3446,11$","623,00$",-1,-1
"104, rue Durand",440000$,Loretteville,Québec Rive-Nord,3,2,1,1,975.21,"6,011","2870,31$",-1,-1,-1
"1515, 95e Rue",440000$,St-Georges,Chaudière-Appalaches,4,1,-1,2,"1,470","50,168.43","2692,58$","137,76$","1377,25$","1300,00$"
"402-131, rue de Morency",440000$,Gatineau (Gatineau),Outaouais,2,1,-1,2,"1,487",26.51x96.00,"2836,23$","211,28$","1561,80$",-1
"300, rue Leclerc",440000$,Baie-Ste-Catherine,Charlevoix,6,-1,-1,-1,-1,"32,291.73","3996,00$","284,00$","1500,00$","4700,00$"
"95A, rue Saint-Louis",440000$,Beaupré,Québec Rive-Nord,3,1,1,2,2180,17300,"3024,93$","265,00$","2232,00$",-1
"451, rue de la Garonne",440000$,Alma,Saguenay-Lac-Saint-Jean,5,3,-1,3,2080,70x100,"2815,00$","270,00$","2500,00$",-1
"601-4265, avenue Prince-of-Wales",440000$,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,3,1,-1,1,"1,029",-1,"1964,00$","270,00$","700,00$",-1
"7036, 5e Avenue",440000$,Chertsey,Lanaudière,3,2,-1,2,"2,520","19,550","1800,00$","450,00$","1800,00$","600,00$"
"2223, rue Florian",440000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,-1,1,690,1300,"1485,22$","177,56$","1559,84$",-1
"38, Square Sir-Georges-Étienne-Cartier #111 - Unité E108",443826$,Le Sud-Ouest,Montréal / l'Île,-1,1,-1,1,666,-1,-1,-1,-1,-1
"1803-70, rue de la Barre",444000$,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2,1,1,1,"1,090",-1,"3350,00$","779,00$",-1,-1
rue Bérubé - L'Orée du Parc Central - Par les Constructions Christian Belleau,444300$,Sherbrooke (Rock Forest),Estrie,3,1,1,2,"1,628",-1,-1,-1,-1,-1
rue de la Fileuse - Unité de centre - Quartier Hämo - Par Habitations Noveco,444900$,St-Jérôme (Lafontaine),Laurentides,3,1,1,2,"1,938","2,424",-1,-1,-1,-1
"116, rue Bourgeau Nord",444900$,Gatineau (Aylmer),Outaouais,4,1,1,2,"1,400",239x149,"2636,26$","194,25$",-1,-1
"4950-4960, carré Antoine-Baumé",445000$,Les Saules,Québec Rive-Nord,7,3,-1,-1,-1,5320,"4505,00$","311,00$",-1,-1
"1070, avenue du Phare Ouest",445000$,Matane,Bas-Saint-Laurent,4,2,-1,1,"1,237","28,554","4659,84$","266,85$","2366,42$",-1
"501-7500, rue Fontenelle",445000$,Saint-Léonard,Montréal / l'Île,2,1,-1,1,"1,017",-1,"2652,40$","385,05$","583,00$","300,00$"
"415, rue Boucher",445000$,Le Plateau-Mont-Royal,Montréal / l'Île,-1,1,-1,1,484.38,854.65,"1555,93$","116,59$","1635,26$","719,89$"
"6422, avenue Casgrain",445000$,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,-1,3,743,-1,"1630,00$","273,00$","1000,00$","472,00$"
"882, rue de la Pommeraie",445000$,Ste-Foy,Québec Rive-Nord,3,1,1,2,1393.93,2454.17,"3320,88$","321,88$","2350,00$","1900,00$"
"1449, rang de la Rivière N",445000$,St-Pie,Montérégie (Rive-Sud Montréal),4,1,-1,2,24x24,498.33x262.66,"906,26$","132,00$",-1,"670,00$"
"52, rue Elphège",445000$,Victoriaville,Centre-du-Québec,4,1,-1,2,1792,5715,"3300,00$","208,00$","2830,00$","1190,00$"
"588, rue Notre-Dame",445000$,Gatineau (Gatineau),Outaouais,3,2,-1,2,"1,512","4,556.36","3161,00$","229,00$",-1,-1
"205-9050, montée Dobie",445900$,Mirabel (St-Augustin),Laurentides,3,1,1,2,"1,409",-1,"1226,00$","193,00$",-1,-1
"101-1001, Atateken",446000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2,1,-1,1,749,-1,"2212,00$","425,00$","650,00$",-1
Esplanade Cartier - Phase 3 - Unité 716 - par Prével,446000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2,1,-1,1,615,-1,-1,-1,-1,-1
"3616, rue Marie-Carrier",447287$,Lévis,Québec Rive-Sud (Lévis),3,2,1,2,"1,670","5,782",-1,-1,-1,-1
Lady Aylmer - Par Maisons Laprise,447500$,St-Nicolas,Québec Rive-Sud (Lévis),-1,-1,-1,-1,-1,"16,777",-1,-1,-1,-1
"601, chemin du Lac-Beloeil",448000$,St-Côme,Lanaudière,2,1,1,2,1105,59716.02,"1906,39$","162,27$","1840,00$",-1
"321, chemin Fraser",448000$,Gatineau (Aylmer),Outaouais,3,1,-1,1,"1,550","9,678.15","2700,00$","250,00$",-1,-1
"Marquise Condos - Unité 104- 3653, avenue Jean-Beraud",448000$,Chomedey,Laval,-1,1,-1,1,792,-1,-1,-1,-1,-1
"302-1545, rue de l'Église",448000$,Saint-Laurent,Montréal / l'Île,2,2,-1,1,1200,-1,"2357,00$","277,00$",-1,-1
"2050, rue des Albatros",448500$,Drummondville (Drummondville),Centre-du-Québec,4,2,-1,1,1384,11663,"2604,00$","238,00$",-1,-1
Auguste et Louis Condominiums Phase 2- Unité 3 ½ ( B3.d ) - Par Devimco,448700$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,-1,1,557,-1,-1,-1,-1,-1
"705-2335, chemin Manella",448888$,Mont-Royal,Montréal / l'Île,-1,1,-1,1,574,-1,"1828,85$","266,66$","500,00$",-1
"1122, rue de l'Échiquier",449000$,Val-Bélair,Québec Rive-Nord,4,2,-1,1,"1,088",54.99x98.43,"3371,88$","600,00$","2340,00$",-1
"207-2125, rue Remembrance",449000$,Lachine,Montréal / l'Île,2,1,-1,2,750,-1,-1,-1,-1,-1
"45, rang du Pot-au-Beurre",449000$,Yamaska,Montérégie (Rive-Sud Montréal),4,1,-1,2,"1,680","53,000","1497,00$",-1,"550,00$",-1
"626, 10e rang",449000$,Wickham,Centre-du-Québec,4,1,1,1,"1,246",230x300,"1691,47$","389,93$",-1,-1
"5552, chemin Saint-Louis",449000$,La Baie,Saguenay-Lac-Saint-Jean,4,3,1,2,"2,290","17,000",-1,"288,00$","2800,00$","2300,00$"
"45, rue Jean-Pierre Despins",449000$,St-Léonard-D&#039;Aston,Centre-du-Québec,3,2,1,2,1950,12880,"2131,00$","188,00$","1470,00$","1010,00$"
"4431, avenue Henri-julien",449000$,Le Plateau-Mont-Royal,Montréal / l'Île,-1,1,-1,1,769,-1,-1,-1,-1,-1
"864, rue de la Belle-Place",449000$,Ste-Foy,Québec Rive-Nord,4,2,-1,1,"1,119.45","6,501.40",-1,-1,-1,-1
"1301, 5e Avenue",449000$,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3,1,1,1,925,"4,450","2150,80$","235,11$","207,52$",-1
"201-548, rue Nicolet",449000$,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,1,1,721,-1,"2108,00$","239,00$","600,00$","360,00$"
"7357, chemin des Forts",449000$,Lévis,Québec Rive-Sud (Lévis),4,2,-1,1,940,8886.68,"2882,40$","275,08$","1041,36$",-1
"205-2600, rue Sylvestre",449000$,Sherbrooke (Jacques-Cartier),Estrie,2,1,1,1,"1,650",-1,"3700,00$","321,00$","960,00$",-1
"748, rue du Chanoine-Groulx",449000$,Ste-Foy,Québec Rive-Nord,3,2,-1,1,"1,466","5,890","3553,00$",-1,-1,-1
"2303, rue du Versant",449000$,Magog,Estrie,3,2,-1,2,"1,284.13","12,109","1935,53$","265,09$","1428,00$","393,24$"
"66, chemin du Lac-à-l'Ours Sud",449000$,St-Hippolyte,Laurentides,3,1,-1,1,968.75,"26,974.36",-1,-1,-1,-1
"19-1290, boulevard de Montarville",449000$,Boucherville,Montérégie (Rive-Sud Montréal),2,1,1,2,1080,3095,"2031,74$","248,84$","1467,48$",-1
"9270, rue Dumouchel",449000$,Mirabel (St-Benoit),Laurentides,4,2,-1,2,1350,10450,"1208,70$","171,83$",-1,-1
"395, rue Melrose",449000$,Verdun,Montréal / l'Île,2,1,-1,1,650,-1,-1,-1,-1,-1
"34, rue Cardinal",449000$,Beauharnois (Melocheville),Montérégie (Rive-Sud Montréal),3,2,-1,1,759,"3,552",-1,-1,-1,-1
"96, rue Saint Antoine",449000$,Ste-Agathe-Des-Monts,Laurentides,3,2,1,2,1655,5092.41,"384,02$","153,65$","2900,00$",-1
"1-133, chemin Séguin",449000$,Mont-Tremblant,Laurentides,2,2,-1,2,872.95,18240.52,"1821,08$","176,47$","960,00$","308,00$"
"20, rue des Jardins-Mérici",449000$,Montcalm,Québec Rive-Nord,2,1,-1,1,"1,050",-1,"3941,25$","363,86$","450,00$","622,32$"
"3-762, rue de Montbrun",449000$,Boucherville,Montérégie (Rive-Sud Montréal),3,1,-1,2,"1,200",-1,"2033,00$","263,00$","1613,00$",-1
"4474, chemin Saint-Paul",449000$,Chicoutimi (Laterrière),Saguenay-Lac-Saint-Jean,3,2,-1,2,2284,27930.18,"3500,00$","250,00$","3000,00$","750,00$"
"6-3270, rue Provost",449000$,Lachine,Montréal / l'Île,2,1,-1,1,960,-1,"2122,00$","250,00$","936,00$","443,00$"
"3340, rue Mandeville",449000$,Sorel-Tracy,Montérégie (Rive-Sud Montréal),4,2,-1,1,1485,15000,"3308,64$","254,24$","1600,00$",-1
rue Charles-Hamel  - Par Martin Ouimette Construction Inc,449000$,Sherbrooke (Jacques-Cartier),Estrie,4,2,1,2,-1,-1,-1,-1,-1,-1
"406-4650, rue Jean-Talon Est",449000$,Saint-Léonard,Montréal / l'Île,2,1,-1,1,-1,-1,"1742,00$","193,00$","800,00$","340,00$"
"2705, rue du Bordelais",449000$,Neufchatel,Québec Rive-Nord,5,2,1,1,1152,4951,"3471,99$","300,37$","1640,00$","522,11$"
"5257795, chemin de la Côte-Jaune",449000$,Duhamel,Outaouais,-1,-1,-1,-1,-1,"42,393.66","1594,16$","98,10$",-1,-1
"357, 11e Rang",449000$,Bolton-Est,Estrie,-1,-1,-1,-1,-1,1103374.80,"730,60$","80,95$",-1,-1
"880, rue Fafard",449000$,St-Alexis-Des-Monts,Mauricie,2,1,-1,1,780,100000,-1,-1,-1,"500,00$"
"66, rue des Sapins",449000$,Victoriaville,Centre-du-Québec,4,1,1,2,1536,7150,"4150,00$","269,00$","2660,00$","700,00$"
"285, Rue des Jardins-de-Baie-Jolie",449000$,Trois-Rivières (Pointe-Du-Lac),Mauricie,4,2,-1,1,1284,7200,-1,-1,"2400,00$","1140,00$"
"107-4944, rue Honoré-Beaugrand",449500$,St-Augustin-De-Desmaures,Québec Rive-Nord,2,2,-1,1,1393,-1,"3841,00$","333,00$",-1,"483,00$"
"1287, rue Arthur-Labrie",449500$,Ste-Foy,Québec Rive-Nord,4,2,-1,1,"1,604","7,700.5","3699,10$","354,64$",-1,-1
"190, rue de l'Anse",449800$,Trois-Rivières (Pointe-Du-Lac),Mauricie,5,2,-1,2,1821.25,6910.43,"2798,22$","200,00$","2700,00$","1600,00$"
"10, rue Principale",449900$,La Visitation-De-Yamaska,Centre-du-Québec,4,1,-1,2,"1,152","53,819.5","1082,00$","125,00$",-1,-1
"290, rue de l'Aligoté  - Par Construction Serge Brouillette",449900$,Drummondville (Drummondville),Centre-du-Québec,2,1,-1,1,1235,8357,-1,-1,-1,-1
"403-4801, 2e Avenue",449900$,Rosemont / La Petite Patrie,Montréal / l'Île,-1,1,-1,1,568.34,-1,"2675,00$","332,00$","540,00$","239,00$"
"85, 4e Rang Nord",449900$,St-Marcel-De-Richelieu,Montérégie (Rive-Sud Montréal),5,1,-1,2,"1,152","278,180.41","1740,18$",-1,"2360,69$",-1
"102-5005, boulevard Marie-Victorin",449900$,Ste-Catherine,Montérégie (Rive-Sud Montréal),2,1,-1,1,1178,-1,"2684,71$","233,64$",-1,-1
"91, rue de l'Ardèche",449900$,Charlesbourg (ND-Des-Laurentides),Québec Rive-Nord,3,1,1,2,-1,60.79x98.43,"3182,00$","304,00$","3838,00$","614,00$"
"414-1205, rue Saint-Grégoire",449900$,Le Plateau-Mont-Royal,Montréal / l'Île,-1,1,-1,2,865,-1,"2796,28$","337,95$","840,00$","656,04$"
"490, boulevard Labrosse",449900$,Gatineau (Gatineau),Outaouais,2,1,-1,-1,-1,"6,000","3069,02$","400,00$",-1,"83,00$"
"994, rue des Samares",449900$,Roxton Pond,Estrie,4,2,-1,1,1161,4892,"1867,84$","180,29$",-1,-1
"155, rue Bourguignon",449900$,Beauport,Québec Rive-Nord,4,1,1,1,"1,020","5,000","2804,30$","235,18$","1850,00$",-1
"2, rue René-Rondeau",449900$,Lanoraie,Lanaudière,3,2,-1,1,1080,10011,"1919,00$",-1,"2175,00$","1875,00$"
"245, rue Hocquart",449900$,Repentigny (Repentigny),Lanaudière,5,2,-1,1,1296,7500,"2743,72$","215,44$","3580,00$","1652,00$"
rue de l'Orge - À CONSTRUIRE - Par Entreprises P. Laliberté inc.,449955$,Lévis,Québec Rive-Sud (Lévis),4,1,1,2,"2,100","3,900",-1,-1,-1,-1
"1485, rue Louis-Francoeur",449999$,Cap-Rouge,Québec Rive-Nord,-1,-1,-1,-1,-1,"10,895",-1,-1,-1,-1
"19, place des Châtelains",450000$,Ste-Brigitte-De-Laval,Québec Rive-Nord,3,2,-1,2,"1,872","45,000","2967,00$","364,00$","1828,00$",-1
"847, rue Lavigne",450000$,Ste-Julienne,Lanaudière,2,1,1,2,"1,100",100x285,"1600,00$","340,00$","2200,00$","1398,00$"
"435, 6e Avenue Nord",450000$,St-Georges,Chaudière-Appalaches,5,-1,-1,-1,-1,-1,"4100,00$","822,00$","3947,89$","2000,00$"
"68, rue Boucher",450000$,St-Apollinaire,Chaudière-Appalaches,2,2,1,2,"1,250.77","7,998.66","2039,45$","425,32$",-1,-1
"964, 5e Rue",450000$,St-Jérôme (St-Antoine),Laurentides,3,2,-1,2,"1,444","6,014","2525,83$","749,67$","2160,00$","1324,00$"
"6-6560, boulevard Couture",450000$,Saint-Léonard,Montréal / l'Île,2,1,-1,1,"1,255.61",-1,"2592,70$","534,43$","600,00$","180,00$"
"401-2302, boulevard Daniel-Johnson",450000$,Chomedey,Laval,2,1,-1,1,"1,100",-1,"2114,00$","485,00$",-1,-1
"1405-4755, boulevard Métropolitain Est",450000$,Saint-Léonard,Montréal / l'Île,-1,1,-1,14,-1,-1,"2131,77$",-1,"600,00$",-1
"121, avenue Pendennis",450000$,Pointe-Claire,Montréal / l'Île,3,1,1,3,"1,295","2,019.08","1955,23$","385,51$",-1,-1
chemin Gélinas,450000$,Northfield,Outaouais,-1,-1,-1,-1,-1,413820.00,-1,-1,-1,-1
"757, rue Masse",450000$,L&#039;Assomption,Lanaudière,3,1,1,2,"1,177.57","2,906.26","2957,59$","486,75$","1874,99$","1619,74$"
rue Clément,450000$,Ste-Julienne,Lanaudière,-1,-1,-1,-1,-1,"813,633","590,00$",-1,-1,-1
"1155, rue Breton",450000$,Chambly,Montérégie (Rive-Sud Montréal),4,2,-1,1,"1,125","6,000","1726,00$","508,00$",-1,-1
"409-1211, rue Drummond",450000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,1,1,565,-1,"2402,00$","370,00$","600,00$","340,00$"
"236, rue Prairie",450000$,St-Jean-sur-Richelieu (L&#039;Acadie),Montérégie (Rive-Sud Montréal),2,1,1,1,68.3x16.2,"14,624.92","1986,00$","205,57$",-1,-1
"551, rue de l'Aéroport",450000$,St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,2,2,-1,2,36x26,"8,245.16","2500,00$","458,00$","3500,00$",-1
"405, rue Highland",450000$,Waterville,Estrie,6,2,-1,2,"2,768","10,703","4268,00$","300,00$","3392,00$","3072,00$"
"1764, rue Labonté",450000$,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"5,928.76",-1,-1,-1,-1
"61, rue Armand-Buteau",450000$,Beauport,Québec Rive-Nord,5,2,-1,2,"1,560",50.00x107.94,"2973,00$","658,94$","1931,00$",-1
"153, boulevard Blais Est",450000$,Berthier-Sur-Mer,Chaudière-Appalaches,5,-1,-1,-1,-1,146.46x208.37,"6734,72$","222,57$","2935,92$",-1
"17570, boulevard des Acadiens",450000$,Bécancour (St-Grégoire),Centre-du-Québec,-1,-1,-1,-1,-1,"6,565.99",-1,-1,-1,-1
"786, Terrasse Laurentienne",450000$,Ste-Foy,Québec Rive-Nord,3,2,-1,1,972,56.33x106,"3345,44$","328,85$","1446,00$","720,00$"
"611, rue Saint-Christophe",450000$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,-1,1,711,-1,"1956,86$","238,34$","671,14$",-1
"7, rue Amireault",450000$,L&#039;Épiphanie,Lanaudière,4,2,-1,1,-1,"6,000","1707,00$","515,00$","2200,00$",-1
"270, rue du Séminaire",450000$,Granby,Estrie,4,2,1,1,"1,100","4,000","2177,60$","747,80$","1500,00$","100,00$"
"519-519A, grande Côte O",450000$,Lanoraie,Lanaudière,6,2,-1,2,-1,"15,495","2213,21$","523,00$",-1,-1
"113, rue de la Rivière",450000$,Cowansville,Estrie,5,2,1,3,-1,"8,294.67","2591,94$","210,00$","900,00$",-1
"1540, rang du Coteau Sud",450000$,St-Pierre-De-La-Riviere-Du-Sud,Chaudière-Appalaches,4,1,1,2,"1,875","46,413.98","2313,79$","139,02$","739,70$","1359,23$"
"3, rue Couture",450000$,Victoriaville,Centre-du-Québec,-1,-1,-1,-1,-1,100x300,"3813,04$","235,29$","2000,35$","30230,00$"
"408-4820, 4e Avenue",450000$,Rosemont / La Petite Patrie,Montréal / l'Île,-1,1,-1,1,783,-1,"2950,52$","368,90$","527,55$",-1
"50, chemin de la Ferme",450000$,Messines,Outaouais,2,1,-1,1,-1,"87,120.00","1712,36$","139,37$",-1,-1
"401-5261, rue Riviera",450000$,Pierrefonds / Roxboro,Montréal / l'Île,2,1,1,1,"1,001.04",-1,"1605,98$","178,00$","850,00$","984,00$"
"1008-5625, avenue de Courtrai",450000$,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,-1,1,-1,1,661,-1,"2617,00$","321,00$",-1,"360,00$"
"80, 19e Avenue Nord",450000$,St-Ambroise-De-Kildare,Lanaudière,3,1,1,2,"1,536",156x103,"2446,14$","226,72$",-1,-1
"1021, rue de Champfleur",450000$,Sherbrooke (Brompton),Estrie,4,2,-1,1,1348.2,60012.03,"2778,00$",-1,"3216,00$","1322,00$"
"111, rue des Peupliers",450000$,Noyan,Montérégie (Rive-Sud Montréal),2,1,-1,2,548,72.93x178.08,"1197,95$",-1,"1500,00$",-1
"601-384, rue Crépeau",450000$,Saint-Laurent,Montréal / l'Île,3,1,1,1,"1,044.10","1,044.10",-1,-1,-1,-1
"14471, rue du Cardinal",450000$,Mirabel (St-Canut),Laurentides,3,1,1,2,"3,124","2,873.96","1443,76$","236,95$",-1,-1
"303-52, rue Lemieux",450000$,Granby,Estrie,2,1,1,1,1176,-1,"3034,25$","306,52$","1042,00$","432,00$"
"40, route du Calvaire",450000$,Gascons,Gaspésie-Îles-de-la-Madeleine,2,1,1,2,1930,68652.22,"1137,00$","130,00$","1061,00$","738,00$"
"1609, montée Vachet",450000$,Nominingue,Laurentides,3,1,1,2,"1,354","40,390","2303,25$","208,38$",-1,-1
"400, rue Dubord",450000$,St-Eustache,Laurentides,3,2,-1,1,28.5x40,55x100,"2439,51$","228,19$",-1,-1
"20, chemin Harvey",450000$,Stoneham,Québec Rive-Nord,5,1,1,1,"1,204","12,000","2223,91$","202,37$","2080,47$","800,00$"
"19, rue Jean",450000$,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"10,769",-1,-1,-1,-1
"1871, 8e Avenue",450000$,La Baie,Saguenay-Lac-Saint-Jean,5,2,-1,2,"1,922",50.00x125.00,"2060,15$","478,06$",-1,-1
"6291, rue le Greco",450000$,St-Émile,Québec Rive-Nord,3,2,1,2,1553.23,5527.27,"3594,85$","350,55$",-1,"1200,00$"
"4867, rue Goncourt",450000$,Sherbrooke (Rock Forest),Estrie,4,1,1,2,1456,5280,"2959,70$","236,87$","2371,86$",-1
"443-445, rue Surprenant",450000$,Drummondville (Drummondville),Centre-du-Québec,6,2,-1,-1,-1,7200,"2837,25$","225,48$","2198,52$","1100,00$"
"204-206, 1re avenue",450000$,LaSalle,Montréal / l'Île,2,1,1,-1,-1,31x87,"2233,01$","268,38$",-1,-1
"564, route 108",450000$,Cookshire-Eaton,Estrie,3,1,-1,1,"1,380","53,819.55","2248,96$","172,00$","2452,23$","843,00$"
"520, rue des Castors",450000$,Adstock,Chaudière-Appalaches,2,1,-1,2,840,55.64x200.79,"2600,00$","130,00$","1400,00$","1100,00$"
"2195, rue du Manoir",450000$,Drummondville (Drummondville),Centre-du-Québec,3,1,1,1,1107,8471,"2458,34$","218,01$","2621,52$",-1
"3875, 105e Avenue",450000$,Shawinigan (Shawinigan-Sud),Mauricie,4,2,-1,2,-1,"64,000","4423,36$","221,60$","1200,00$","1648,08$"
"3680, rue Saint-Laurent",450500$,Lévis,Québec Rive-Sud (Lévis),4,1,1,2,"1,552","4,172.09","2759,29$","277,09$","1576,86$","1392,12$"
Le 367 des Pins - Unité 4 ½ - Par Mondev Construction,451990$,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,-1,1,-1,-1,-1,-1,-1,-1
"6504, rue Claudel",452000$,Brossard,Montérégie (Rive-Sud Montréal),3,2,-1,2,"1,150.66","1,150.66","2079,61$","264,29$","960,00$",-1
"1338, Chemin des Patriotes",452185$,Otterburn Park,Montérégie (Rive-Sud Montréal),2,1,1,2,1500,3000,-1,-1,-1,-1
"6871, Bd de la Vérendrye - 4½ - Le Blooming condos - Par L'Écuyer Redmond",452185$,Le Sud-Ouest,Montréal / l'Île,2,1,-1,1,-1,-1,-1,-1,-1,-1
"1452, rue du Madrid",455000$,Sherbrooke (Rock Forest),Estrie,4,2,-1,1,768,"6,500","2627,00$","541,00$","3276,00$",-1
"1697, chemin du Mont-Gabriel",455000$,Ste-Adèle,Laurentides,4,2,-1,3,"1,776","2,590.87","2416,93$","163,12$","2290,80$",-1
"139, rue des Bosquets",455000$,Beaumont,Chaudière-Appalaches,2,1,1,1,"1,105","11,650","4200,00$","800,00$","1080,00$","805,44$"
"3-17, rue de Sicile",455000$,Candiac,Montérégie (Rive-Sud Montréal),2,1,-1,2,"1,500","11,000","3000,00$","230,00$","1300,00$","150,00$"
"666, rue Russell",455000$,Fabreville,Laval,3,1,-1,1,"1,206",-1,"2274,23$","225,00$","829,44$",-1
"5220, boulevard du Danube",455000$,Bécancour (Bécancour),Centre-du-Québec,4,1,-1,2,"1,656","2,097,703.16","1193,11$","40,00$","1380,00$",-1
"35, chemin du Musée",455000$,Blainville,Laurentides,3,2,-1,1,36.12x24.15,"5,220","2113,00$","260,00$","1800,00$",-1
"398, rue de la Loire",455000$,Pintendre,Québec Rive-Sud (Lévis),4,1,1,2,"1,624","6,000","2587,00$","645,00$","1680,00$",-1
"2184, rue du Crible - Par Rochette Construction",455000$,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),3,1,1,2,"1,680","7,661",-1,-1,-1,-1
"1036, chemin de la Montagne",455000$,St-Félicien,Saguenay-Lac-Saint-Jean,3,2,-1,2,1228.16,23822.69,-1,-1,"1850,00$","1300,00$"
avenue McNaughton - Par Habitations Clermont Inc.,456900$,Hemmingford,Montérégie (Rive-Sud Montréal),2,1,-1,1,1133,7213,-1,-1,-1,-1
"3949, chemin Sullivan",457000$,Val-d&#039;Or,Abitibi-Témiscamingue,3,3,1,2,"3,010","55,156",-1,-1,-1,-1
"4695, rue Joseph-Lamoureux",458000$,Contrecoeur,Montérégie (Rive-Sud Montréal),2,1,1,2,"1,316","4,430","2500,00$","175,00$","1320,00$","580,00$"
"215-14410, rue Roger-Thomas",458000$,Mirabel (St-Janvier),Laurentides,2,2,-1,1,"1,395",-1,"1622,38$","281,42$","397,63$","337,00$"
"524-526, rue Saint-Thomas",458888$,Joliette,Lanaudière,-1,-1,-1,-1,-1,"4,960","4636,85$","218,46$",-1,"2048,23$"
"50, rue Charles-Guillaume",459000$,Rimouski (Ste-Odile-Sur-Rimouski),Bas-Saint-Laurent,4,2,-1,1,"3,175","60,000","4700,00$","350,00$","4000,00$","1200,00$"
"750, avenue de Picardie",459000$,Alma,Saguenay-Lac-Saint-Jean,4,1,1,3,"1,978","12,400","2994,00$","824,64$","2950,00$","1176,00$"
"303-3770, rue Workman",459000$,Le Sud-Ouest,Montréal / l'Île,2,1,-1,1,850.35,-1,"2145,24$","244,53$","1080,00$",-1
"707-2530, place Michel-Brault",459000$,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,1,758,-1,-1,-1,-1,-1
"918, rue King Ouest",459000$,Sherbrooke (Jacques-Cartier),Estrie,-1,-1,-1,-1,-1,"7,233","5300,00$","220,00$","7135,00$",-1
"850, rue St-Joseph",459000$,Lachine,Montréal / l'Île,2,1,-1,1,950,-1,"1896,71$","200,68$","1000,00$",-1
"72, rue Léon-Giroux",459000$,Coteau-Du-Lac,Montérégie Ouest,3,1,1,1,924.19,"7,394.81","1405,96$","190,05$","600,00$","1800,00$"
"304-3755, rue Médard-Émard",459000$,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,-1,3,"1,080",-1,-1,-1,-1,-1
"44, rue Cinq-Mars",459000$,Gatineau (Hull),Outaouais,2,1,1,1,"1,100","10,890.00",-1,-1,-1,-1
"167, route du Ruisseau-Gagnon",459000$,St-Rene-De-Matane,Bas-Saint-Laurent,3,1,-1,1,"1,117","4,278,552.15","1483,88$","100,21$","876,99$","521,00$"
